epoch,step,test/AP/0.5kg,test/AP/1.5kg,test/AP/10kg,test/AP/15kg,test/AP/1kg,test/AP/2.5kg,test/AP/20kg,test/AP/25kg,test/AP/2kg,test/AP/5kg,test/AP/zacisk,test/F1,test/loss,test/mAP_50,test/mAP_50_95,test/mAP_75,test/mAR,test/precision,test/recall,train/cardinality_error,train/cardinality_error_0,train/cardinality_error_1,train/cardinality_error_enc,train/class_error,train/loss,train/loss_bbox,train/loss_bbox_aux,train/loss_ce,train/loss_ce_aux,train/loss_giou,train/loss_giou_aux,train/lr,train/lr_max,train/lr_min,val/AP/0.5kg,val/AP/1.5kg,val/AP/10kg,val/AP/15kg,val/AP/1kg,val/AP/2.5kg,val/AP/20kg,val/AP/25kg,val/AP/2kg,val/AP/5kg,val/AP/zacisk,val/F1,val/ema_AP/0.5kg,val/ema_AP/1.5kg,val/ema_AP/10kg,val/ema_AP/15kg,val/ema_AP/1kg,val/ema_AP/2.5kg,val/ema_AP/20kg,val/ema_AP/25kg,val/ema_AP/2kg,val/ema_AP/5kg,val/ema_AP/zacisk,val/ema_mAP_50,val/ema_mAP_50_95,val/ema_mAP_75,val/ema_mAR,val/mAP_50,val/mAP_50_95,val/mAP_75,val/mAR,val/precision,val/recall
3,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7378165125846863,0.7893663644790649,0.8568935394287109,0.9276699423789978,0.6569341421127319,0.7048673629760742,0.9115027189254761,0.9227247834205627,0.6128359436988831,0.7041428089141846,0.8388181924819946,0.9669904708862305,0.7427664995193481,0.799833357334137,0.8742071986198425,0.9246149063110352,0.5995491147041321,0.7292115688323975,0.9177789688110352,0.9309226870536804,0.5927868485450745,0.713473379611969,0.8475316166877747,0.9650251865386963,0.788425087928772,0.9289730787277222,0.8706336617469788,0.9650251865386963,0.788425087928772,0.9289730787277222,0.8706336617469788,0.9686816930770874,0.9723536372184753
3,315,,,,,,,,,,,,,,,,,,,,63.605220794677734,62.739715576171875,63.41218185424805,61.846519470214844,0.5561310052871704,2.6013078689575195,0.014780730940401554,0.06363857537508011,0.3048243522644043,1.1228619813919067,0.08623340725898743,0.30452895164489746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.751000165939331,0.8020880222320557,0.8803887963294983,0.916989266872406,0.6198901534080505,0.7328559756278992,0.9202088117599487,0.9330065846443176,0.617612898349762,0.7030810117721558,0.8442935347557068,0.97010737657547,0.7592337727546692,0.8043426275253296,0.886570394039154,0.9093636274337769,0.640231192111969,0.7365003824234009,0.9226385951042175,0.9350904822349548,0.6424389481544495,0.6926886439323425,0.8410554528236389,0.9762414693832397,0.7972867488861084,0.9367122650146484,0.8702726364135742,0.9762414693832397,0.7972867488861084,0.9367122650146484,0.8702726364135742,0.9689667224884033,0.9776360392570496
4,394,,,,,,,,,,,,,,,,,,,,63.65980911254883,63.49525451660156,63.658226013183594,62.554588317871094,0.4159870445728302,2.5166070461273193,0.014619679190218449,0.05984265357255936,0.2989901304244995,1.0714702606201172,0.08633464574813843,0.3005829453468323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.759502649307251,0.8060603141784668,0.8874927759170532,0.9130341410636902,0.6517786979675293,0.7295483350753784,0.9257525205612183,0.9364944100379944,0.6547725200653076,0.7121999263763428,0.8443816900253296,0.9697833061218262,0.7597715258598328,0.8077780604362488,0.8884152173995972,0.9167046546936035,0.6633262038230896,0.7225963473320007,0.9288663864135742,0.9378983378410339,0.667106032371521,0.7317112684249878,0.8477078676223755,0.9816670417785645,0.8065347075462341,0.9457675814628601,0.8706066608428955,0.9816670417785645,0.8065347075462341,0.9457675814628601,0.8706066608428955,0.9664614200592041,0.9791768789291382
5,473,,,,,,,,,,,,,,,,,,,,63.82674026489258,63.90506362915039,63.74604415893555,63.500789642333984,0.3332154452800751,2.3707239627838135,0.01389066968113184,0.054207880049943924,0.2858303189277649,1.0256011486053467,0.08131196349859238,0.2780880630016327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7599266767501831,0.8044655919075012,0.8879910707473755,0.9133628606796265,0.6702927350997925,0.7281367182731628,0.9265801906585693,0.9394262433052063,0.665605366230011,0.7367993593215942,0.847154974937439,0.9711008667945862,0.7600817680358887,0.8011531233787537,0.8875669240951538,0.9100211262702942,0.6772592663764954,0.733677089214325,0.9242939352989197,0.9409541487693787,0.664104700088501,0.7418874502182007,0.8466020226478577,0.9814066290855408,0.8079637885093689,0.9452167749404907,0.8731328845024109,0.9814066290855408,0.8079637885093689,0.9452167749404907,0.8731328845024109,0.9692950248718262,0.9793151617050171
6,552,,,,,,,,,,,,,,,,,,,,63.92167663574219,63.79747009277344,63.7666130065918,63.33860778808594,0.31583186984062195,2.3182449340820312,0.01360266376286745,0.05224869027733803,0.2829606831073761,0.9966897368431091,0.08062325417995453,0.2740457057952881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7591330409049988,0.8034515380859375,0.8886977434158325,0.9066891074180603,0.674564003944397,0.7282120585441589,0.9271113276481628,0.9401764869689941,0.6648427248001099,0.7392861843109131,0.8476694822311401,0.9695808291435242,0.7581843137741089,0.8057499527931213,0.889828622341156,0.9033570885658264,0.6718688011169434,0.7227470278739929,0.929928719997406,0.9393988251686096,0.6655808091163635,0.7366848587989807,0.8487369418144226,0.9793623089790344,0.806551456451416,0.9418770670890808,0.8731850981712341,0.9793623089790344,0.806551456451416,0.9418770670890808,0.8731850981712341,0.9712859988212585,0.9744480848312378
7,631,,,,,,,,,,,,,,,,,,,,63.89319610595703,63.90743637084961,63.8963623046875,63.2745246887207,0.3014383912086487,2.3689496517181396,0.013780605979263783,0.055574193596839905,0.2820393145084381,1.0138514041900635,0.08082836121320724,0.2823137938976288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7569762468338013,0.8079232573509216,0.8927868604660034,0.903181254863739,0.6523414850234985,0.7320824861526489,0.9284095764160156,0.9414985179901123,0.6634820103645325,0.7430623769760132,0.8464301824569702,0.969926655292511,0.7557681798934937,0.8100965619087219,0.8957450985908508,0.9030054211616516,0.6328142285346985,0.7414180040359497,0.92689049243927,0.9435982704162598,0.6613832116127014,0.7494399547576904,0.8441234230995178,0.9739547371864319,0.8058438897132874,0.9378172755241394,0.8779593110084534,0.9739547371864319,0.8058438897132874,0.9378172755241394,0.8779593110084534,0.9705872535705566,0.9758442044258118
8,710,,,,,,,,,,,,,,,,,,,,63.90269088745117,63.70252990722656,63.84256362915039,63.56645584106445,0.32161152362823486,2.5036544799804688,0.015153724700212479,0.06259346753358841,0.29206573963165283,1.0600335597991943,0.08358873426914215,0.2978213131427765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7583203315734863,0.8161925077438354,0.8901798725128174,0.9017741680145264,0.6377688050270081,0.7413785457611084,0.9247386455535889,0.9422565698623657,0.6653839349746704,0.7502800226211548,0.8427516222000122,0.9692484140396118,0.7608725428581238,0.8222883939743042,0.8846147060394287,0.9005428552627563,0.6427233815193176,0.7413390278816223,0.9225867390632629,0.9409148693084717,0.6693847179412842,0.7511200904846191,0.8413798809051514,0.9776702523231506,0.8070697784423828,0.9389147162437439,0.8751149773597717,0.9776702523231506,0.8070697784423828,0.9389147162437439,0.8751149773597717,0.9679421186447144,0.9771485924720764
9,789,,,,,,,,,,,,,,,,,,,,64.01107788085938,64.21123504638672,63.94066619873047,63.53876495361328,0.2625514268875122,2.283442497253418,0.013642635196447372,0.05239153653383255,0.27807432413101196,0.9736424684524536,0.0788942277431488,0.2718825340270996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7675840854644775,0.8195306062698364,0.8903614282608032,0.9034826755523682,0.6352438926696777,0.7406569123268127,0.9254114627838135,0.9399881362915039,0.6689763069152832,0.7434551119804382,0.8409228324890137,0.9704365730285645,0.7742955684661865,0.8167727589607239,0.896108090877533,0.90642249584198,0.6277643442153931,0.7399747967720032,0.9282362461090088,0.9390614032745361,0.6685678362846375,0.7357901334762573,0.8404657244682312,0.9755166172981262,0.8066781163215637,0.9421355128288269,0.8787780404090881,0.9755166172981262,0.8066781163215637,0.9421355128288269,0.8787780404090881,0.9713016152381897,0.9761271476745605
10,868,,,,,,,,,,,,,,,,,,,,63.998416900634766,64.1329116821289,63.97389221191406,63.501583099365234,0.382404088973999,2.3827762603759766,0.013846426270902157,0.05924462527036667,0.27829045057296753,1.014689564704895,0.07873160392045975,0.2834392488002777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7753561735153198,0.8128395676612854,0.8891580700874329,0.9097683429718018,0.633658766746521,0.7442838549613953,0.9291743040084839,0.9398163557052612,0.6763836145401001,0.7309679985046387,0.8429253101348877,0.9693164825439453,0.7764167785644531,0.8089063763618469,0.8822080492973328,0.9131141901016235,0.6395531892776489,0.7485929131507874,0.9301124215126038,0.9405712485313416,0.6841994524002075,0.72614586353302,0.845384955406189,0.9775224328041077,0.8086550235748291,0.9416568279266357,0.877545177936554,0.9775224328041077,0.8086550235748291,0.9416568279266357,0.877545177936554,0.9690166115760803,0.9762152433395386
11,947,,,,,,,,,,,,,,,,,,,,63.94066619873047,64.17642211914062,63.95332336425781,63.679588317871094,0.2675940692424774,2.4260621070861816,0.015026872977614403,0.06366346776485443,0.2809772789478302,1.020447850227356,0.08015643805265427,0.28543639183044434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77910977602005,0.8145382404327393,0.8827338218688965,0.918724536895752,0.6479729413986206,0.7462836503982544,0.9228693246841431,0.9374154806137085,0.686240553855896,0.7181179523468018,0.8447651863098145,0.9703421592712402,0.781802773475647,0.8201701045036316,0.883259654045105,0.9243348240852356,0.6563926935195923,0.7439743280410767,0.9156262278556824,0.9342597126960754,0.6882816553115845,0.7100900411605835,0.8441454768180847,0.979421079158783,0.8093034029006958,0.9471933841705322,0.8753883242607117,0.979421079158783,0.8093034029006958,0.9471933841705322,0.8753883242607117,0.9697354435920715,0.977519690990448
12,1026,,,,,,,,,,,,,,,,,,,,63.9620246887207,64.3243637084961,64.00949096679688,63.659019470214844,0.3201972246170044,2.228580951690674,0.012854743748903275,0.05023157596588135,0.27186793088912964,0.9606838822364807,0.07634405791759491,0.2639550566673279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7773635983467102,0.8211343884468079,0.8835591077804565,0.9182586073875427,0.6629507541656494,0.7438352108001709,0.9192690253257751,0.9372212886810303,0.6900328397750854,0.7181329131126404,0.8451331853866577,0.9703031778335571,0.7729244232177734,0.8220986723899841,0.8838586211204529,0.9121823906898499,0.6695088148117065,0.7436961531639099,0.9229118227958679,0.9401828646659851,0.6917840242385864,0.7261757850646973,0.8461208939552307,0.981497585773468,0.8119494915008545,0.9448437094688416,0.8753748536109924,0.981497585773468,0.8119494915008545,0.9448437094688416,0.8753748536109924,0.9693721532821655,0.9778026342391968
13,1105,,,,,,,,,,,,,,,,,,,,63.96281814575195,64.28005981445312,63.90031814575195,63.590980529785156,0.316949725151062,2.2167444229125977,0.012965187430381775,0.04835723713040352,0.27598708868026733,0.9496676325798035,0.07845765352249146,0.2637811303138733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7763948440551758,0.8165483474731445,0.8821258544921875,0.9103103876113892,0.6655968427658081,0.7381386756896973,0.9167010188102722,0.9379717111587524,0.6962868571281433,0.723739743232727,0.8459676504135132,0.970525860786438,0.7798652648925781,0.8109980821609497,0.8803930878639221,0.9084383845329285,0.6616848111152649,0.7325812578201294,0.9104902148246765,0.935760498046875,0.7007896900177002,0.7213037014007568,0.8458144068717957,0.9800231456756592,0.8080108761787415,0.9421558976173401,0.8720863461494446,0.9800231456756592,0.8080108761787415,0.9421558976173401,0.8720863461494446,0.9701005220413208,0.977519690990448
14,1184,,,,,,,,,,,,,,,,,,,,64.00237274169922,64.48497009277344,63.99525451660156,63.79825973510742,0.19662775099277496,2.3047337532043457,0.013633353635668755,0.05382801592350006,0.27820611000061035,0.9717923998832703,0.07995957136154175,0.2787548303604126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7773047685623169,0.8106672763824463,0.8817393779754639,0.912457287311554,0.6562201976776123,0.7322829961776733,0.9137757420539856,0.9351230263710022,0.6998320817947388,0.7262604236602783,0.8484160900115967,0.9696792960166931,0.7747443318367004,0.8103364706039429,0.8830857276916504,0.9164761900901794,0.6507556438446045,0.7319847941398621,0.9170612692832947,0.9344855546951294,0.6988745331764221,0.7312172055244446,0.8510177135467529,0.9797475934028625,0.8090944886207581,0.9415859580039978,0.8707281947135925,0.9797475934028625,0.8090944886207581,0.9415859580039978,0.8707281947135925,0.970095694065094,0.9758442044258118
15,1263,,,,,,,,,,,,,,,,,,,,63.94145584106445,64.20490264892578,63.97626495361328,63.685916900634766,0.1857168972492218,2.2721264362335205,0.013550614938139915,0.055390652269124985,0.27127769589424133,0.962852954864502,0.07696741074323654,0.26967766880989075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7694464325904846,0.8106918931007385,0.87961745262146,0.9161134958267212,0.663135290145874,0.7336446642875671,0.9207701086997986,0.9354778528213501,0.7047716379165649,0.7281097173690796,0.8536062240600586,0.9693997502326965,0.7641485333442688,0.8110473155975342,0.8761491179466248,0.9157508015632629,0.6755148768424988,0.7353045344352722,0.9244789481163025,0.936470091342926,0.7106687426567078,0.7250022888183594,0.856194794178009,0.9831697344779968,0.8118845820426941,0.9445676803588867,0.8696386218070984,0.9831697344779968,0.8118845820426941,0.9445676803588867,0.8696386218070984,0.9668995141983032,0.9785447716712952
16,1342,,,,,,,,,,,,,,,,,,,,64.05775451660156,64.39873504638672,63.94066619873047,63.93433380126953,0.1778828650712967,2.1715586185455322,0.012338231317698956,0.05130894482135773,0.262550413608551,0.9229446649551392,0.0736665278673172,0.2602471113204956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7653878927230835,0.8173995018005371,0.8823167085647583,0.914842963218689,0.67400062084198,0.7353414297103882,0.9219992756843567,0.9392163753509521,0.7172940969467163,0.7169462442398071,0.855239748954773,0.9695115089416504,0.7666272521018982,0.8237516283988953,0.8884842395782471,0.9139350652694702,0.6724863648414612,0.7353783845901489,0.9195196032524109,0.9419626593589783,0.7239194512367249,0.7088902592658997,0.8542847633361816,0.9835684895515442,0.8135672211647034,0.9427585601806641,0.8692424297332764,0.9835684895515442,0.8135672211647034,0.9427585601806641,0.8692424297332764,0.9683886766433716,0.9772366881370544
17,1421,,,,,,,,,,,,,,,,,,,,63.97626495361328,63.9208869934082,63.90743637084961,63.77610778808594,0.18036293983459473,2.2770981788635254,0.01359851285815239,0.05376053974032402,0.27762165665626526,0.9522325396537781,0.08013345301151276,0.2750910222530365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7666729688644409,0.8234870433807373,0.8832342624664307,0.9184893369674683,0.6740888357162476,0.7392692565917969,0.9208580255508423,0.9413118362426758,0.7248812317848206,0.7168636322021484,0.8560940027236938,0.9680526256561279,0.7667187452316284,0.8232225179672241,0.8779842257499695,0.9230435490608215,0.6756913065910339,0.7431601881980896,0.9221965074539185,0.9406609535217285,0.7258430123329163,0.7248369455337524,0.8579031825065613,0.9843506217002869,0.8164783120155334,0.9449036121368408,0.8723993301391602,0.9843506217002869,0.8164783120155334,0.9449036121368408,0.8723993301391602,0.9690017700195312,0.9737594723701477
18,1500,,,,,,,,,,,,,,,,,,,,64.00316619873047,64.28559875488281,63.95252990722656,63.679588317871094,0.1700076311826706,2.2359166145324707,0.012843654491007328,0.05292688310146332,0.271185964345932,0.9415725469589233,0.07735425978899002,0.2697984576225281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
